Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
97,Campeche,CAM,ER139,CAMER139,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,0,0.34,1,0,0.34,3,5,59,1,0.8,0,100,0,-2.2,0,-1,95,0
98,Campeche,CAM,ER140,CAMER140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,0,0.34,1,0,0.34,2,10,61,2,1.2,0,100,0,-0.8,0,-1,90,0
99,Campeche,CAM,ER141,CAMER141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,0,11.11111111,1,0,0.34,0,0,0,1,100,93,1,0.8,0,100,0,-0.2,0.34,0,0,0
100,Campeche,CAM,ER142,CAMER142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,0,0.34,1,0,0.34,2.5,5,68,1,0.9,0,100,0,-1.6,0,-1,95,0
101,Campeche,CAM,ER145,CAMER145,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4.3,10,64,3,4.5,5,10,0,0.2,0.169,0,0,0
102,Campeche,CAM,ER146,CAMER146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3,1,56,2,5,8,20,0,2,0.169,0,19,0
103,Campeche,CAM,ER150,CAMER150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,5,5,64,3.5,3.1,6,5,0,-1.9,0,0,0,0
104,Campeche,CAM,ER151,CAMER151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,5,51,3,4,0,10,0,0,0.169,0,5,0
105,Campeche,CAM,ER152,CAMER152,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22.22222222,11.76470588,10.45751634,1,1,0.509,1,0,0.34,5,5,82,3,4,2,10,0,-1,0.169,0,5,0
106,Campeche,CAM,ER153,CAMER153,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3,5,72,3,4,0,10,0,1,0.169,0,5,0
107,Campeche,CAM,ER154,CAMER154,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,10,64,1.5,4,4,10,0,0,0.169,0,0,0
108,Campeche,CAM,ER155,CAMER155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,0,11.11111111,1,1,0.34,1,0,0.34,3,2,75,1,4,6,10,0,1,0,0,8,0
109,Campeche,CAM,ER156,CAMER156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,1,0,0,4,10,73,1,4,0,10,0,0,0.17,0,0,0
110,Campeche,CAM,ER157,CAMER157,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3.5,10,68,2.5,4,4,10,0,0.5,0.169,0,0,0
111,Campeche,CAM,ER158,CAMER158,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3.74,1,56,2,4,9,20,0,0.26,0.169,0,19,0
112,Campeche,CAM,ER159,CAMER159,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3,5,60,1.5,4,9,10,0,1,0.169,0,5,0
113,Campeche,CAM,ER160,CAMER160,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,10,49,2,4,6,10,0,0,0.169,0,0,0
114,Campeche,CAM,ER161,CAMER161,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,10,77,2,4,4,10,7.555,0,0.169,0,0,7.555
115,Campeche,CAM,ER162,CAMER162,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,5,1,71,2,4,2,10,0,-1,0.169,0,9,0
116,Campeche,CAM,ER164,CAMER164,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,0,0.509,1,0,0.34,6,5,53,2,4,9,100,0,-2,0.169,-1,95,0
117,Campeche,CAM,ER165,CAMER165,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,5,48,4,4,9,0.5,0,0,0.169,0,-4.5,0
118,Campeche,CAM,ER166,CAMER166,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,9,80,58,3,5,0,10,0,-4,0.169,0,-70,0
119,Campeche,CAM,ER167,CAMER167,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,4,5,79,3,4,6,10,0,0,0.169,0,5,0
120,Campeche,CAM,ER169,CAMER169,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.22222222,5.882352941,16.33986928,1,1,0.509,1,0,0.34,4,5,48,1.84,4,9,20,0,0,0.169,0,15,0
121,Campeche,CAM,ER170,CAMER170,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,27.77777778,17.64705882,10.13071895,1,1,0.849,1,0,0.34,4,5,56,2,4,6,10,0,0,0.509,0,5,0
122,Campeche,CAM,ER171,CAMER171,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.679,1,0,1.02,6,3,50,0.92,4,9,10,0,-2,-0.341,0,7,0
123,Campeche,CAM,ER172,CAMER172,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,11.76470588,10.45751634,1,0,0.679,1,0,0.68,4,5,43,0.94,4,9,100,0,0,-0.001,-1,95,0
124,Campeche,CAM,ER173,CAMER173,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,11.76470588,10.45751634,1,1,0.679,1,0,0.68,4,5,39,0.94,4,12,10,0,0,-0.001,0,5,0
125,Campeche,CAM,ER174,CAMER174,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.509,1,0,0.68,4,10,71,2,4,2,10,0,0,-0.171,0,0,0
126,Campeche,CAM,ER175,CAMER175,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,33.33333333,17.64705882,15.68627451,1,1,0.509,1,0,0.68,3,5,57,1,4,6,10,0,1,-0.171,0,5,0
127,Campeche,CAM,ER176,CAMER176,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,5.882352941,16.33986928,1,1,0.509,1,0,0.34,5,100,65,1.8,4,6,10,0,-1,0.169,0,-90,0
128,Campeche,CAM,ER177,CAMER177,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.509,1,0,0.34,4.5,5,42,1,4,6,20,0,-0.5,0.169,0,15,0
129,Campeche,CAM,ER178,CAMER178,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,5.882352941,16.33986928,1,1,0.509,1,0,0.34,4,5,35,1.02,4.5,12,10,0,0.5,0.169,0,5,0
130,Campeche,CAM,ER179,CAMER179,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.22222222,5.882352941,16.33986928,1,1,0.509,1,0,0.34,5,6,39,1.4,4,6,20,0,-1,0.169,0,14,0
131,Campeche,CAM,ER180,CAMER180,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.66666667,11.76470588,4.901960784,1,1,0.509,1,0,0.34,4,4,54,1,5,9,20,0,1,0.169,0,16,0
132,Campeche,CAM,ER181,CAMER181,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.509,1,0,0.34,4,5,59,1,4,9,20,0,0,0.169,0,15,0
133,Campeche,CAM,ER182,CAMER182,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.509,1,0,0.68,4,1,49,2,4,9,10,0,0,-0.171,0,9,0
134,Campeche,CAM,ER183,CAMER183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,3.5,1,31,1,4,13,20,0,0.5,0,0,19,0
135,Campeche,CAM,ER184,CAMER184,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,5.882352941,16.33986928,1,1,0.509,1,0,0.34,4.5,5,51,1,4,6,20,0,-0.5,0.169,0,15,0
136,Campeche,CAM,ER185,CAMER185,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.22222222,11.76470588,10.45751634,1,1,0.509,1,0,0.34,4.5,5,42,1,4,9,10,0,-0.5,0.169,0,5,0
137,Campeche,CAM,ER186,CAMER186,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.77777778,11.76470588,16.0130719,1,1,0.509,1,0,0.34,4,2,56,1,4,9,20,0,0,0.169,0,18,0
138,Campeche,CAM,ER190,CAMER190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,1,0,0.34,2,100,69,4,2.5,0,25,0,0.5,-0.17,0,-75,0
139,Campeche,CAM,ER192,CAMER192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,1,0,0.34,3,100,52,4,1.6,6,12,0,-1.4,-0.17,0,-88,0
140,Campeche,CAM,ER193,CAMER193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.424,1,0,0.34,2,100,63,3,3,5,10,0,1,0.084,0,-90,0
141,Campeche,CAM,ER195,CAMER195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.68,6.5,100,68,5,3,4,7,0,-3.5,-0.34,0,-93,0
142,Campeche,CAM,ER197,CAMER197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.424,1,0,0.34,4.5,100,48,1,2,13,40,0,-2.5,0.084,0,-60,0
143,Campeche,CAM,ER199,CAMER199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,1,100,65,4,0.95,1,21,0,-0.05,0,0,-79,0
144,Campeche,CAM,ER200,CAMER200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,2.2,100,51,2,2,6,2,0,-0.2,0,0,-98,0
145,Campeche,CAM,ER201,CAMER201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,0,0,0.34,5,100,54,2,1.4,5,10,0,-3.6,-0.17,1,-90,0
146,Campeche,CAM,ER202,CAMER202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.424,1,0,0.34,0.8,100,51,2,5,5,0,0,4.2,0.084,0,-100,0
147,Campeche,CAM,ER204,CAMER204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,0,0.17,1,0,0.34,2,100,40,4,0,9,0,0,-2,-0.17,-1,-100,0
148,Campeche,CAM,ER205,CAMER205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,1,100,54,3.5,2.9,6,3,0,1.9,0,0,-97,0
149,Campeche,CAM,ER206,CAMER206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,2,100,73,0.96,3.5,4,2,0,1.5,0,0,-98,0
150,Campeche,CAM,ER207,CAMER207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,2,100,50,4,0.9,6,24,0,-1.1,0,0,-76,0
151,Campeche,CAM,ER208,CAMER208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,1,0,0.34,3.5,100,63,1.13,1.9,9,25,0,-1.6,-0.17,0,-75,0
152,Campeche,CAM,ER209,CAMER209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.594,1,0,0.34,4,5,81,7,2.5,0,5.8,0,-1.5,0.254,0,0.8,0
153,Campeche,CAM,ER210,CAMER210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,1.5,2,59,6,3.7,6,7,0,2.2,0,0,5,0
154,Campeche,CAM,ER211,CAMER211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3.5,2,57,6,5.5,6,1,0,2,0.169,0,-1,0
155,Campeche,CAM,ER213,CAMER213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.509,1,0,0.34,3,0,54,1.6,2.4,9,0,0,-0.6,0.169,0,0,0
156,Campeche,CAM,ER214,CAMER214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.66666667,5.882352941,10.78431373,1,0,0.34,0,0,0.34,2.5,100,65,1,1.5,4,100,0,-1,0,0,0,0
157,Campeche,CAM,ER215,CAMER215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.594,1,1.754,0.34,5.5,1,59,4,2.6,9,4,0,-2.9,0.254,0,3,-1.754
158,Campeche,CAM,ER216,CAMER216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.66666667,5.882352941,10.78431373,1,1,0.34,1,0,0.34,4,5,58,7,5.2,9,1,0,1.2,0,0,-4,0
159,Campeche,CAM,ER217,CAMER217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,1.754,0.34,2.5,5,59,2,3.3,6,9,0,0.8,0.169,0,4,-1.754
160,Campeche,CAM,ER218,CAMER218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.66666667,5.882352941,10.78431373,1,1,0.34,1,0,0.34,4,5,58,5,3.6,9,4,0,-0.4,0,0,-1,0
161,Campeche,CAM,ER219,CAMER219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,0,0.679,1,0,0.34,2,5,72,2,4,0,0,0,2,0.339,-1,-5,0
162,Campeche,CAM,ER220,CAMER220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.594,1,0,0.34,3.5,5,73,1,4.8,5,38,0,1.3,0.254,0,33,0
163,Campeche,CAM,ER221,CAMER221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22.22222222,11.76470588,10.45751634,1,1,0.764,1,0,0.68,3,11,74,5,4,9,5,0,1,0.084,0,-6,0
164,Campeche,CAM,ER223,CAMER223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,2.5,0,63,5.5,5,6,2,0,2.5,0,0,2,0
165,Campeche,CAM,ER227,CAMER227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.509,1,0,0.34,4,5,65,2,3,9,8,0,-1,0.169,0,3,0
166,Campeche,CAM,ER228,CAMER228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,1,0.17,1,0,0.34,3,10,84,1.4,1.4,0,25,0,-1.6,-0.17,0,15,0
167,Campeche,CAM,ER229,CAMER229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,4,5,74,1,4,3,10,0,0,0,0,5,0
168,Campeche,CAM,ER230,CAMER230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.509,1,0,0.34,2.5,10,65,6,2,6,8,0,-0.5,0.169,0,-2,0
169,Campeche,CAM,ER232,CAMER232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,3.5,5,70,1,4,6,10,0,0.5,0,0,5,0
170,Campeche,CAM,ER233,CAMER233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,3,2,51,0.53,4,12,0,0.679,1,0,0,-2,0.679
171,Campeche,CAM,ER234,CAMER234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,5,5,48,1,5,9,10,0,0,0,0,5,0
172,Campeche,CAM,ER236,CAMER236,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,11.76470588,-0.653594771,0,0,0.34,1,0,0.68,4,2,62,1,4,3,100,0,0,-0.34,-1,98,0
173,Campeche,CAM,ER237,CAMER237,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,11.76470588,4.901960784,1,1,0.509,1,0,0.68,5,3,78,1,4,9,10,0,-1,-0.171,0,7,0
174,Campeche,CAM,ER238,CAMER238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,4,5,52,1,5,6,10,0,1,0,0,5,0
175,Campeche,CAM,ER239,CAMER239,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,22.22222222,17.64705882,4.575163399,1,1,0.679,1,0,1.02,3.5,2,74,1,5,6,10,0,1.5,-0.341,0,8,0
176,Campeche,CAM,ER240,CAMER240,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,11.76470588,4.901960784,1,1,0.509,1,0,0.68,4,5,55,1,4,2,10,0,0,-0.171,0,5,0
177,Campeche,CAM,ER241,CAMER241,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,11.76470588,4.901960784,1,1,0.509,1,0,0.68,4,5,46,0.86,4,11,10,0,0,-0.171,0,5,0
178,Campeche,CAM,ER242,CAMER242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,4,0,52,0.89,4,7,10,0,0,0,0,10,0
179,Campeche,CAM,ER243,CAMER243,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.66666667,5.882352941,10.78431373,1,1,0.509,1,0,0.34,3.5,5,44,1,4,6,10,0,0.5,0.169,0,5,0
180,Campeche,CAM,ER244,CAMER244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,3.5,2,20,1.37,5,12,10,0,1.5,0,0,8,0
181,Campeche,CAM,ER245,CAMER245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.882352941,-0.326797386,0,0,0.17,1,0,0.34,3,10,65,1,4,6,100,0,1,-0.17,-1,90,0
182,Campeche,CAM,ER246,CAMER246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,2.5,10,54,3.96,4,6,10,0,1.5,0,0,0,0
183,Campeche,CAM,ER248,CAMER248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,4,5,74,2.5,4,2,10,0,0,0,0,5,0
184,Campeche,CAM,ER250,CAMER250,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22.22222222,5.882352941,16.33986928,1,1,0.34,1,0,0.34,2.5,30,72,5,4,6,10,0,1.5,0,0,-20,0
185,Campeche,CAM,ER253,CAMER253,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.255,1,0,0.34,3,31,43,10,4,6,10,0,1,-0.085,0,-21,0
186,Campeche,CAM,ER254,CAMER254,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,5.882352941,5.22875817,1,1,0.34,1,0,0.34,3,20,58,10,4,5,10,0,1,0,0,-10,0
187,Chiapas,CHP,ER001,CHPER001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,0,0,0.023,2,20,55,3,5.5,3,13,0.084,3.5,0.04,1,-7,0.084
188,Chiapas,CHP,ER003,CHPER003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.063,0,0,0.023,2.5,20,61,1,3,2,28,0,0.5,0.04,1,8,0
189,Chiapas,CHP,ER005,CHPER005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,7.692307692,-0.549450549,0,0,0.042,0,0,0.023,2,25,41,1,2,0,100,0,0,0.019,0,75,0
190,Chiapas,CHP,ER008,CHPER008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,0,0,0.023,3.5,19,54,3,3.5,3,14,0,0,0.04,1,-5,0
191,Chiapas,CHP,ER009,CHPER009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,15.38461538,6.043956044,1,1,0.063,0,0,0.023,2.5,20,45,2,3,0,16,0,0.5,0.04,1,-4,0
192,Chiapas,CHP,ER012,CHPER012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,7.692307692,6.593406593,1,1,0.063,0,0,0.023,2,25,91,1,2.5,0,20,0,0.5,0.04,1,-5,0
